text,sentiment,sentiment_encoded,processed_text
In times of crisis like #coronavirus I cant believe ppl are exploiting the public by marking up prices on masks and sanitizers! RIDICULOUS! This is how we are being governed! Everything is just about money !,Negative,0,time crisis like coronavirus cant believe ppl exploiting public marking price mask sanitizers ridiculous governed everything money
"On a serious note tho, why the hell are us guys having to go into work still and just casually deal with returns and customers in a retail workplace?? Like it genuinely makes sense to close down every shop/store except supermarkets for a while. #CoronaVirus",Negative,0,serious note tho hell u guy go work still casually deal return customer retail workplace like genuinely make sense close every shopstore except supermarket coronavirus
"@dexcom G6 integration enables insights from @Welldoc BlueStar, @Apple's rumored video #workout app

Also --&gt; #Consumer survey suggests declining #digitalhealth engagement; Iran's #Covid_19 app pulled from Play Store after #malware accusations
ht",Positive,2,dexcom g integration enables insight welldoc bluestar apple rumored video workout app also gt consumer survey suggests declining digitalhealth engagement iran covid app pulled play store malware accusation ht
"PSA: Despite the pandemic declaration &amp; increasing #Covid_19 cases in ?? there's no reason at all to panic (and stock up on food &amp; tissues)

Just keep calm &amp; follow the guidelines laid out by @KKMPutrajaya ?Always practice good hygiene &amp; avoid large/public gatherings if unwell ",Negative,0,psa despite pandemic declaration amp increasing covid case there reason panic stock food amp tissue keep calm amp follow guideline laid kkmputrajaya always practice good hygiene amp avoid largepublic gathering unwell
Hey @realDonaldTrump you are creating a #CHAOS with the misinformation of #Covid_19 people is most easily to get sick of #stress than the #coronavirus they are leaving all supermarkets empty! Because of the fear!!? The #USA #Government has to STOP IT! @JoeBiden @BernieSanders,Negative,0,hey realdonaldtrump creating chaos misinformation covid people easily get sick stress coronavirus leaving supermarket empty fear usa government stop joebiden berniesanders
"As more people are being asked to self-isolate, theyre experiencing a big lifestyle shift. Last week we mentioned that companies offering fast home delivery - like Amazon - and home entertainment - like Netflix - had seen an increase in their stock prices. THREAD (2/6) #Covid_19",Positive,2,people asked selfisolate theyre experiencing big lifestyle shift last week mentioned company offering fast home delivery like amazon home entertainment like netflix seen increase stock price thread covid
I have never seen the parking lot of my neighbourhood grocery store full at 1028pm #Covid_19,Neutral,1,never seen parking lot neighbourhood grocery store full pm covid
"We've stuck all of our Covid-19 stories in one place including share prices reactions, data on previous pandemic products and cost estimates. We will update as our coverage continues. (Via @Vantageanalysis, @evaluatepharma data) #coronavirus ",Positive,2,weve stuck covid story one place including share price reaction data previous pandemic product cost estimate update coverage continues via vantageanalysis evaluatepharma data coronavirus
#Covid_19 #CoronavirusPandemic #CoronaOutbreak #TrumptheWorstPresidentEVER #coronavirus #BernieSanders @BernieSanders should drop out #2020election it's not time4 Revolution @JoeBiden is ready2day 2 lead. Ralph's grocery  store in Sherman Oaks CA 3/12/20 @KHOU @MSNBC @NYGovCuomo ,Negative,0,covid coronaviruspandemic coronaoutbreak trumptheworstpresidentever coronavirus berniesanders berniesanders drop election time revolution joebiden readyday lead ralphs grocery store sherman oak ca khou msnbc nygovcuomo
"Stocking up on supplies for your family?
Here's an easy way to ensure those who can't stock up can still access food.
#COVID2019 #covid19australia
#Coronavirus #coronavirusaustralia
",Positive,2,stocking supply family here easy way ensure cant stock still access food covid covidaustralia coronavirus coronavirusaustralia
"Me: at the grocery store now...just wanted to grab a few things for the weekend 

Husband: OK :)

Its because he knows he now has the tv to himself for a good solid two hours! Grocery store is jam packed and theres going to be a lot of money made by big corp tonight! #Covid_19",Positive,2,grocery store nowjust wanted grab thing weekend husband ok its know tv good solid two hour grocery store jam packed theres going lot money made big corp tonight covid
"Selling face mask in wholesale and retail prices ....dm if interested...
Mind your health and keep off corona virus #coronavirusinKenya #Covid_19 #CoronavirusPandemic  #CoronaVirusUpdate #coronasafety #FaceMaskForSale #facemasksinkenya #facemaskinNairobi #facemasks #facemask ",Positive,2,selling face mask wholesale retail price dm interested mind health keep corona virus coronavirusinkenya covid coronaviruspandemic coronavirusupdate coronasafety facemaskforsale facemasksinkenya facemaskinnairobi facemasks facemask
"Absolutely beautiful day in #Portstewart today.

Now more than ever we need to support our local independent businesses in #Portstewart.  When you shop locally, it has far-reaching effects across the community. 

See you soon in Portstewart. ",Positive,2,absolutely beautiful day portstewart today ever need support local independent business portstewart shop locally farreaching effect across community see soon portstewart
Elderly people will be disproportionately affected by the virus. Please sign up to help deliver food and resources to people who will have a hard time getting them during this time of panic #Covid_19 #canceleverything #atlanta ,Negative,0,elderly people disproportionately affected virus please sign help deliver food resource people hard time getting time panic covid canceleverything atlanta
He place youre going to catch the most germs......the grocery store.  No self distancing here!  Ugh! #Covid_19 #Hoarders #IDidNotBuyToiletPaper,Negative,0,place youre going catch germsthe grocery store self distancing ugh covid hoarder ididnotbuytoiletpaper
